Vuosi	Paaluokka/Osasto	Luku	Momentti	Alkup.talousarvio	Lisätalousarvio	Voimassaoleva talousarvio	Käytettävissä	Nettokertymä ko.vuodelta	Nettokertymä	Jäljellä	
2015	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.16. Ylimääräiset eläkkeet	2205000	0	2205000	2205000	1735737	72	1735737	72	469262	28	
2015	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.17. Muut eläkemenot	2720000	0	2720000	2720000	1428845	46	1428845	46	1291154	54	
2015	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.50. Vahingonkorvaukset	40009000	0	40009000	40009000	39479889	39	39479889	39	529110	61	
2015	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.63. Muiden eläkelaitosten vastattavaksi kuuluvat eläkemenot	170300000	0	170300000	170300000	164342518	58	164342518	58	5957481	42	
2015	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.95. Muiden eläkelaitosten valtion puolesta maksamien eläkemenojen ja valtiolle maksamien ennakoiden korkomenot	29200000	0	29200000	29200000	32337785	26	32337785	26	-3137785	26	
2015	28. Valtiovarainministeriön hallinnonala	28.60. Valtionhallinnon yhteiset henkilöstömenot	28.60.02. Erikseen budjetoidut palkkamenot	3418000	0	3418000	3418000	26815	87	26815	87	3391184	13	
2015	28. Valtiovarainministeriön hallinnonala	28.60. Valtionhallinnon yhteiset henkilöstömenot	28.60.10. Työturvallisuuden edistäminen	920000	0	920000	920000	920000	920000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.60. Valtionhallinnon yhteiset henkilöstömenot	28.60.12. Osaamisen kehittäminen	0	8000000	8000000	8000000	8000000	8000000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.60. Valtionhallinnon yhteiset henkilöstömenot	28.60.60. Siirto Koulutusrahastolle	200000	0	200000	200000	177600	177600	22400	
2015	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.01. Valtion ICT:n ohjaus ja kehittäminen	4600000	0	4600000	4600000	4600000	4600000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.02. Valtion talous- henkilöstö- ja toimitilahallinnon tietojärjestelmät	10560000	0	10560000	10560000	10560000	10560000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.03. Kansallisen tietoalan ohjaus ja kehittäminen	32000000	0	32000000	32000000	32000000	32000000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.04. Yhteiskunnan elintärkeiden toimintojen tietojärjestelmien tietoturvallisuus ja varautuminen	8600000	0	8600000	8600000	8600000	8600000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.20. Tuottavuuden edistäminen	12535000	-2880000	9655000	9655000	9655000	9655000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.80. Siirrot Ahvenanmaan maakunnalle	28.80.30. Ahvenanmaan tasoitusmaksu	221145000	-781000	220364000	220364000	220775637	92	220775637	92	-411637	92	
2015	28. Valtiovarainministeriön hallinnonala	28.80. Siirrot Ahvenanmaan maakunnalle	28.80.31. Verohyvitys Ahvenanmaan maakunnalle	15000000	-8000000	7000000	7000000	6987664	6987664	12336	
2015	28. Valtiovarainministeriön hallinnonala	28.80. Siirrot Ahvenanmaan maakunnalle	28.80.40. Arpajaisveron tuoton palauttaminen Ahvenanmaan maakunnalle	13000000	-3000000	10000000	10000000	9995530	82	9995530	82	4469	18	
2015	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.20. Valtion ja kuntien yhteiset tietojärjestelmähankkeet	9465000	0	9465000	9465000	9465000	9465000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.22. Kunta- ja palvelurakennemuutosten toteuttaminen	600000	0	600000	600000	600000	600000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.30. Valtionosuus kunnille peruspalvelujen järjestämiseen	8500317000	550000	8500867000	8500867000	8485448061	8485448061	15418939	
2015	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.31. Kuntien yhdistymisen taloudellinen tuki	36135000	0	36135000	36135000	34164743	14	34164743	14	1970256	86	
2015	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.34. Paikallisten kuntakokeilujen rahoitus	520000	0	520000	520000	520000	520000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.91. Työllisyyden ja elinkeinoelämän tukeminen	28.91.41. Energiaverotuki	251000000	0	251000000	251000000	238915509	55	238915509	55	12084490	45	
2015	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.03. Rahoitusvakausviraston toimintamenot	3000000	0	3000000	3000000	3000000	3000000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.20. Euroopan unionin osallistuminen matkamenojen korvauksiin	2900000	0	2900000	2900000	2900000	2900000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.40. Isäntämaakorvaus Pohjoismaiden Investointipankille	9976000	0	9976000	9976000	9975952	26	9975952	26	47	74	
2015	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.60. Siirto rahoitusvakausrahastoon	170500000	0	170500000	170500000	170500000	170500000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.67. Kansainvälisille rahoituslaitoksille annettujen sitoumusten lunastaminen	170000	0	170000	170000	0	0	170000	
2015	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.68. Suomen osuus Kansainvälisen jälleenrakennus- ja kehityspankin peruspääoman korottamisesta	2530000	0	2530000	2530000	3207663	71	3207663	71	-677663	71	
2015	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.69. Maksut Euroopan unionille	1965000000	-160000000	1805000000	1805000000	1805000000	1805000000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.95. Valtion takaussuoritukset	800000	0	800000	800000	780428	18	780428	18	19571	82	
2015	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.95. Satunnaiset säädösperusteiset menot	300000	0	300000	300000	0	0	300000	
2015	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.96. Ennakoimattomat menot	5000000	0	5000000	5000000	5000000	5000000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.97. Valtion saatavien turvaaminen	150000	0	150000	150000	105756	94	105756	94	44243	6	
2015	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.98. Kassasijoitusten riskienhallinta	10000000	0	10000000	10000000	10000000	10000000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.01. Opetus- ja kulttuuriministeriön toimintamenot	20645000	207000	20852000	20852000	20852000	20852000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.02. Opetushallituksen toimintamenot	22235000	880000	23115000	23115000	23025420	83	23025420	83	89579	17	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.03. Kansainvälisen liikkuvuuden ja yhteistyön keskuksen CIMOn toimintamenot	8422000	0	8422000	8422000	8422000	8422000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.04. Kansallisen koulutuksen arviointikeskuksen toimintamenot	3891000	0	3891000	3891000	3891000	3891000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.21. Kansainvälinen yhteistyö	3526000	0	3526000	3526000	3526000	3526000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.22. Eräät käyttöoikeuskorvaukset	22488000	0	22488000	22488000	22488000	22488000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.29. Opetus- ja kulttuuriministeriön hallinnonalan arvonlisäveromenot	29198000	0	29198000	29198000	32031810	58	32031810	58	-2833810	58	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.50. Eräät avustukset	998000	0	998000	998000	998000	998000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.51. Avustukset kirkolliseen ja uskonnolliseen toimintaan	3293000	100000	3393000	3393000	3388500	3388500	4500	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.66. Rahoitusosuudet kansainvälisille järjestöille	2198000	0	2198000	2198000	2233537	84	2233537	84	-35537	84	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.01. Valtion yleissivistävän koulutuksen toimintamenot	46754000	0	46754000	46754000	46754000	46754000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.02. Ylioppilastutkintolautakunnan toimintamenot	2270000	0	2270000	2270000	2270000	2270000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.20. Yleissivistävän koulutuksen ja lasten päivähoidon kehittäminen	10697000	-90000	10607000	10607000	10607000	10607000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.30. Valtionosuus ja -avustus yleissivistävän koulutuksen käyttökustannuksiin	731212000	6050000	737262000	737262000	701445833	16	701445833	16	35816166	84	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.51. Valtionavustus järjestöille	1303000	0	1303000	1303000	1303000	1303000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.01. Valtion ammatillisen koulutuksen toimintamenot	6314000	0	6314000	6314000	6314000	6314000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.21. Ammatillisen koulutuksen yhteiset menot	6265000	5000000	11265000	11265000	11265000	11265000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.30. Valtionosuus ja -avustus ammatillisen koulutuksen käyttökustannuksiin	492096000	0	492096000	492096000	485400894	485400894	6695106	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.20. Opetustoimen henkilöstökoulutus ja eräät muut menot	19147000	0	19147000	19147000	19147000	19147000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.21. Aikuiskoulutuksen kehittäminen	6890000	1350000	8240000	8240000	8240000	8240000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.30. Valtionosuus vapaan sivistystyön oppilaitosten käyttökustannuksiin	156545000	0	156545000	156545000	156212380	156212380	332620	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.31. Valtionosuus ja -avustus ammatilliseen lisäkoulutukseen	133006000	1000000	134006000	134006000	133867226	133867226	138774	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.32. Valtionosuus ja -avustus oppisopimuskoulutukseen	110042000	-1500000	108542000	108542000	101871468	42	101871468	42	6670531	58	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.33. Nuorten aikuisten osaamisohjelma ja aikuisten osaamisperustan vahvistaminen	57440000	1500000	58940000	58940000	55651944	55651944	3288056	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.51. Valtionosuus ammatillisten erikoisoppilaitosten käyttökustannuksiin	16055000	0	16055000	16055000	16052847	16052847	2153	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.53. Valtionavustus järjestöille	7366000	0	7366000	7366000	7366000	7366000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.01. Suomen Akatemian toimintamenot	10423000	0	10423000	10423000	10423000	10423000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.02. Arkistolaitoksen toimintamenot	18688000	820000	19508000	19508000	19508000	19508000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.03. Kotimaisten kielten keskuksen toimintamenot	1464000	0	1464000	1464000	1464000	1464000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.04. Varastokirjaston toimintamenot	1863000	0	1863000	1863000	1863000	1863000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.20. Korkeakoululaitoksen ja tieteen yhteiset menot	48040000	0	48040000	48040000	48040000	48040000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.22. Tutkimusinfrastruktuurihankkeiden rahoitus	8500000	0	8500000	8500000	8500000	8500000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.50. Valtionrahoitus yliopistojen toimintaan	1904269000	941000	1905210000	1905210000	1905210000	1905210000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.51. Suomen Akatemian tutkimusmäärärahat	139097000	-22000000	117097000	117097000	94856617	32	94856617	32	22240382	68	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.52. Erityinen valtionrahoitus Helsingin yliopiston ja Itä-Suomen yliopiston opetus- ja tutkimustoimintaan	30299000	0	30299000	30299000	30299000	30299000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.53. Veikkauksen ja raha-arpajaisten voittovarat tieteen edistämiseen	102601000	0	102601000	102601000	102188124	31	102188124	31	412875	69	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.54. Strateginen tutkimusrahoitus	14631000	-4000000	10631000	10631000	10752406	06	10752406	06	-121406	6	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.55. Valtionrahoitus ammattikorkeakoulujen toimintaan	861787000	39469000	901256000	901256000	901256000	901256000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.66. Rahoitusosuudet kansainvälisille järjestöille	17415000	2047000	19462000	19462000	19460777	81	19460777	81	1222	19	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.86. Valtion rahoitus ammattikorkeakoulujen pääomaan	50000000	0	50000000	50000000	49999000	49999000	1000	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.01. Opintotuen muutoksenhakulautakunnan toimintamenot	700000	0	700000	700000	700000	700000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.52. Opintolainojen valtiontakaus	30200000	0	30200000	30200000	26885800	49	26885800	49	3314199	51	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.55. Opintoraha ja asumislisä	800076000	0	800076000	800076000	764374187	67	764374187	67	35701812	33	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.57. Korkeakouluopiskelijoiden ateriatuki	31361000	0	31361000	31361000	30796946	65	30796946	65	564053	35	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.58. Avustus vuokrakustannusten korvaamiseen	2100000	0	2100000	2100000	2100000	2100000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.59. Lukiokoulutuksen ja ammatillisen koulutuksen opiskelijoiden koulumatkatuki	52000000	0	52000000	52000000	47067742	06	47067742	06	4932257	94	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.01. Taiteen edistämiskeskuksen toimintamenot	4382000	160000	4542000	4542000	4542000	4542000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.03. Suomenlinnan hoitokunnan toimintamenot	2524000	0	2524000	2524000	2524000	2524000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.04. Museoviraston toimintamenot	19422000	100000	19522000	19522000	19522000	19522000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.05. Näkövammaisten kirjaston toimintamenot	5649000	0	5649000	5649000	5649000	5649000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.06. Kansallisen audiovisuaalisen instituutin toimintamenot	6935000	0	6935000	6935000	6935000	6935000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.16. Ylimääräiset taiteilija- ja sanomalehtimieseläkkeet	18848000	0	18848000	18848000	17898879	72	17898879	72	949120	28	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.20. Museoviraston kulttuuri- ja nähtävyyskohteiden tilakustannukset	16945000	0	16945000	16945000	16945000	16945000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.30. Valtionavustukset yleisten kirjastojen toimintaan	4750000	0	4750000	4750000	4750000	4750000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.31. Valtionosuus ja -avustus teattereiden ja orkestereiden käyttökustannuksiin	38401000	0	38401000	38401000	38401000	38401000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.32. Valtionosuudet ja -avustukset museoille	16411000	0	16411000	16411000	16411000	16411000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.33. Valtionavustukset kuntien ja alueiden kulttuuritoiminnan kehittämiseen	106000	0	106000	106000	106000	106000	0	0	0	0
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.34. Valtionosuus ja -avustus yleisten kirjastojen perustamiskustannuksiin	4500000	0	4500000	4500000	4500000	4500000	0	
2015	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.35. Valtionavustus Suomen itsenäisyyden 100-vuotisjuhlavuoden merkkihankkeen perustamiskustannuksiin	5000000	0	5000000	5000000	5000000	5000000	0	
