Vuosi	Paaluokka/Osasto	Luku	Momentti	Alkup.talousarvio	Lisätalousarvio	Voimassaoleva talousarvio	Käytettävissä	Nettokertymä ko.vuodelta	Nettokertymä	Jäljellä	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus ja varhaiskasvatus	29.10.51. Valtionavustus järjestöille	1478000	0	1478000	1478000	1478000	1478000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.01. Valtion ammatillisen koulutuksen toimintamenot	8289000	-118000	8171000	8171000	8171000	8171000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.21. Ammatillisen koulutuksen yhteiset menot	6265000	0	6265000	6265000	6265000	6265000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.30. Valtionosuus ja -avustus ammatillisen koulutuksen käyttökustannuksiin	468108000	0	468108000	468108000	466751089	466751089	1356911	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.20. Opetustoimen henkilöstökoulutus ja eräät muut menot	17527000	0	17527000	17527000	17527000	17527000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.21. Aikuiskoulutuksen kehittäminen	8499000	0	8499000	8499000	8499000	8499000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.30. Valtionosuus vapaan sivistystyön oppilaitosten käyttökustannuksiin	157920000	0	157920000	157920000	157610744	157610744	309256	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.31. Valtionosuus ja -avustus ammatilliseen lisäkoulutukseen	134805000	0	134805000	134805000	132526998	132526998	2278002	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.32. Valtionosuus ja -avustus oppisopimuskoulutukseen	106650000	0	106650000	106650000	102660544	79	102660544	79	3989455	21	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.33. Nuorten aikuisten osaamisohjelma	37347000	0	37347000	37347000	33331198	03	33331198	03	4015801	97	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.51. Valtionosuus ammatillisten erikoisoppilaitosten käyttökustannuksiin	16055000	0	16055000	16055000	15824459	15824459	230541	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.53. Valtionavustus järjestöille	6361000	0	6361000	6361000	6361000	6361000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.01. Suomen Akatemian toimintamenot	12871000	-50000	12821000	12821000	12821000	12821000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.02. Arkistolaitoksen toimintamenot	18131000	-86000	18045000	18045000	18045000	18045000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.03. Kotimaisten kielten keskuksen toimintamenot	1249000	11000	1260000	1260000	1260000	1260000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.04. Varastokirjaston toimintamenot	1758000	-25000	1733000	1733000	1733000	1733000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.20. Korkeakoululaitoksen ja tieteen yhteiset menot	53960000	0	53960000	53960000	53960000	53960000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.22. Tutkimusinfrastruktuurihankkeiden rahoitus	8500000	0	8500000	8500000	8500000	8500000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.50. Valtionrahoitus yliopistojen toimintaan	1825070000	0	1825070000	1825070000	1825070000	1825070000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.51. Suomen Akatemian tutkimusmäärärahat	232133000	-6000	232127000	232127000	227586815	75	227586815	75	4540184	25	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.52. Erityinen valtionrahoitus Helsingin yliopiston ja Itä-Suomen yliopiston opetus- ja tutkimustoimintaan	31679000	0	31679000	31679000	31679000	31679000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.53. Veikkauksen ja raha-arpajaisten voittovarat tieteen edistämiseen	103359000	0	103359000	103359000	103196115	1	103196115	1	162884	9	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.54. Strateginen tutkimusrahoitus	34000000	0	34000000	34000000	33968758	94	33968758	94	31241	6	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.55. Valtionrahoitus ammattikorkeakoulujen toimintaan	858020000	0	858020000	858020000	858020000	858020000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.66. Rahoitusosuudet kansainvälisille järjestöille	20008000	-2227000	17781000	17781000	17780798	44	17780798	44	201	56	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.01. Opintotuen muutoksenhakulautakunnan toimintamenot	649000	-6000	643000	643000	643000	643000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.52. Opintolainojen valtiontakaus	31200000	0	31200000	31200000	28227074	48	28227074	48	2972925	52	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.55. Opintoraha ja asumislisä	816305000	0	816305000	816305000	767736705	52	767736705	52	48568294	48	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.57. Korkeakouluopiskelijoiden ateriatuki	31411000	0	31411000	31411000	30978179	71	30978179	71	432820	29	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.59. Lukiokoulutuksen ja ammatillisen koulutuksen opiskelijoiden koulumatkatuki	53300000	0	53300000	53300000	49935161	43	49935161	43	3364838	57	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.01. Taiteen edistämiskeskuksen toimintamenot	4289000	73000	4362000	4362000	4362000	4362000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.03. Suomenlinnan hoitokunnan toimintamenot	2205000	-13000	2192000	2192000	2192000	2192000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.04. Museoviraston toimintamenot	20750000	981000	21731000	21731000	21731000	21731000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.05. Näkövammaisten kirjaston toimintamenot	5474000	-26000	5448000	5448000	5448000	5448000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.06. Kansallisen audiovisuaalisen instituutin toimintamenot	6522000	-31000	6491000	6491000	6491000	6491000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.16. Ylimääräiset taiteilija- ja sanomalehtimieseläkkeet	18848000	0	18848000	18848000	17846272	86	17846272	86	1001727	14	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.20. Museoviraston kulttuuri- ja nähtävyyskohteiden tilakustannukset	15205000	-163000	15042000	15042000	15042000	15042000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.30. Valtionavustukset yleisten kirjastojen toimintaan	3900000	0	3900000	3900000	3900000	3900000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.31. Valtionosuus ja -avustus teattereiden ja orkestereiden käyttökustannuksiin	35819000	0	35819000	35819000	35863309	35863309	-44309	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.32. Valtionosuudet ja -avustukset museoille	15072000	0	15072000	15072000	15227834	15227834	-155834	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.35. Valtionavustus Suomen itsenäisyyden 100-vuotisjuhlavuoden merkkihankkeen perustamiskustannuksiin	8000000	0	8000000	8000000	8000000	8000000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.40. Korvaus Suomenlinnan huoltoliikenteen käyttötappioon	252000	0	252000	252000	240000	240000	12000	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.41. Eräät käyttöoikeuskorvaukset	20313000	0	20313000	20313000	20313000	20313000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.50. Eräät avustukset	4521000	0	4521000	4521000	4521000	4521000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.51. Apurahat taiteilijoille kirjailijoille ja kääntäjille	14507000	0	14507000	14507000	13994906	57	13994906	57	512093	43	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.52. Veikkauksen ja raha-arpajaisten voittovarat taiteen edistämiseen	233322000	0	233322000	233322000	233260678	19	233260678	19	61321	81	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.53. Valtionavustus tilakustannuksiin	24669000	11000	24680000	24680000	24548984	24548984	131016	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.54. Valtionavustus taide- ja kulttuurilaitosten toimitilainvestointeihin	5300000	0	5300000	5300000	5300000	5300000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.55. Digitaalisen kulttuuriperinnön saatavuus ja säilyttäminen	2200000	0	2200000	2200000	2200000	2200000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.56. Ylimääräinen valtionavustus Pietari-säätiölle Suomen Pietarin instituutin ja Pietarin suomalaisen koulun toiminnan turvaamiseen	0	375000	375000	375000	375000	375000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.59. Eräät avustukset Kansallisgallerialle	10000000	0	10000000	10000000	10000000	10000000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.72. Kansallisgallerian kokoelman kartuttaminen	739000	0	739000	739000	739000	739000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.75. Toimitilojen ja kiinteistövarallisuuden perusparannukset ja kunnossapito	6899000	120000	7019000	7019000	7019000	7019000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.95. Kulttuuriympäristön suojelusta aiheutuvat menot	50000	0	50000	50000	0	0	50000	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.90. Liikuntatoimi	29.90.30. Avustus Liikkuva koulu -ohjelmaan	7000000	0	7000000	7000000	7000000	7000000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.90. Liikuntatoimi	29.90.50. Veikkauksen ja raha-arpajaisten voittovarat urheilun ja liikuntakasvatuksen edistämiseen	147622000	0	147622000	147622000	147120326	05	147120326	05	501673	95	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.90. Liikuntatoimi	29.90.52. Valtionosuus liikunnan koulutuskeskuksille ja rahoitus liikuntatieteellisten hankkeiden arviointikustannuksiin	824000	0	824000	824000	824000	824000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.91. Nuorisotyö	29.91.50. Veikkauksen ja raha-arpajaisten voittovarat nuorisotyön edistämiseen	53100000	0	53100000	53100000	52728629	39	52728629	39	371370	61	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.91. Nuorisotyö	29.91.51. Nuorten työpajatoiminta ja etsivä nuorisotyö	19673000	0	19673000	19673000	19673000	19673000	0	
2016	29. Opetus- ja kulttuuriministeriön hallinnonala	29.91. Nuorisotyö	29.91.52. Saamelaisten kulttuuri- ja kielipesätoiminta	700000	0	700000	700000	700000	700000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto ja tutkimus	30.01.01. Maa- ja metsätalousministeriön toimintamenot	24557000	88000	24645000	24645000	24645000	24645000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto ja tutkimus	30.01.05. Luonnonvarakeskuksen toimintamenot	79139000	-507000	78632000	78632000	78632000	78632000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto ja tutkimus	30.01.22. Tutkimus ja kehittäminen	1343000	0	1343000	1343000	1343000	1343000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto ja tutkimus	30.01.29. Maa- ja metsätalousministeriön hallinnonalan arvonlisäveromenot	27238000	0	27238000	27238000	24536053	47	24536053	47	2701946	53	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto ja tutkimus	30.01.66. Eräät jäsenmaksut ja rahoitusosuudet	3756000	0	3756000	3756000	3756000	3756000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.40. Maatalouden aloittamis- ja investointiavustukset	54800000	0	54800000	54800000	54800000	54800000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.41. Maaseutuelinkeinotoiminnan korkotuki	17000000	0	17000000	17000000	10964673	46	10964673	46	6035326	54	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.42. Luopumistuet ja -eläkkeet	72630000	0	72630000	72630000	72630000	72630000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.43. Eläinten hyvinvointikorvaukset	67767000	0	67767000	67767000	67767000	67767000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.44. Maatalouden toimintaedellytysten turvaaminen	0	35000000	35000000	35000000	35000000	35000000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.50. Valtionapu maaseudun elinkeinojen kehittämiseen	5873000	0	5873000	5873000	5873000	5873000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.51. Porotalouden edistäminen	1696000	0	1696000	1696000	1696000	1696000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.54. Hevostalouden edistäminen totopeleistä valtion osuutena kertyvillä varoilla	872000	0	872000	872000	872000	872000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.55. Valtionapu 4H-toimintaan	3913000	0	3913000	3913000	3913000	3913000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.63. Maaseudun kehittäminen	1523000	0	1523000	1523000	1523000	1523000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.10. Maaseudun kehittäminen	30.10.64. EU:n ja valtion rahoitusosuus alueelliseen ja paikalliseen maaseudun kehittämiseen	82630000	-34000000	48630000	48630000	40650185	29	40650185	29	7979814	71	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.02. Elintarviketurvallisuusviraston toimintamenot	42212000	-285000	41927000	41927000	41927000	41927000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.03. Maaseutuviraston toimintamenot	23961000	2289000	26250000	26250000	26250000	26250000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.20. Eläinlääkintähuolto ja kasvintuhoojien torjunta	6028000	0	6028000	6028000	5329366	75	5329366	75	698633	25	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.40. Maa- ja puutarhatalouden kansallinen tuki	321700000	0	321700000	321700000	321700000	321700000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.41. EU-tulotuki ja EU-markkinatuki	597000000	0	597000000	597000000	587810344	89	587810344	89	9189655	11	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.42. Eräät korvaukset	4500000	0	4500000	4500000	4500000	4500000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.43. Ympäristökorvaukset luonnonmukainen tuotanto neuvonta ja ei-tuotannolliset investoinnit	300043000	0	300043000	300043000	300043000	300043000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.44. Luonnonhaittakorvaukset	546888000	0	546888000	546888000	546888000	546888000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.46. EU:n osarahoittama ruokaketjun kehittäminen	3405000	900000	4305000	4305000	4305000	4305000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.47. Kansallinen ruokaketjun kehittäminen	2299000	0	2299000	2299000	2299000	2299000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.60. Siirto interventiorahastoon	350000	0	350000	350000	350000	350000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.61. Siirto Maatilatalouden kehittämisrahastoon	11000000	0	11000000	11000000	11000000	11000000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.20. Maa- ja elintarviketalous	30.20.62. Eräät valtionavut	5617000	0	5617000	5617000	5617000	5617000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.20. Kalakannan hoitovelvoitteet	3000000	0	3000000	3000000	3000000	3000000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.21. Vesivarojen käytön ja hoidon menot	13519000	0	13519000	13519000	13519000	13519000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.22. Luonnonvara- ja biotalouden edistäminen	14780000	0	14780000	14780000	14780000	14780000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.31. Vesi- ja kalataloushankkeiden tukeminen	7136000	0	7136000	7136000	7136000	7136000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.40. Eräät luonnonvaratalouden korvaukset	1245000	0	1245000	1245000	701925	2	701925	2	543074	8	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.41. Hirvieläinten aiheuttamien vahinkojen korvaaminen	3400000	0	3400000	3400000	3400000	3400000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.42. Petoeläinten aiheuttamien vahinkojen korvaaminen	8000000	0	8000000	8000000	8000000	8000000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.44. Tuki puuntuotannon kestävyyden turvaamiseen	55230000	8444000	63674000	63674000	52653035	59	52653035	59	11020964	41	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.45. Metsäluonnon hoidon edistäminen	3027000	0	3027000	3027000	3027000	3027000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.46. Valtionapu Suomen metsäkeskukselle	40800000	0	40800000	40800000	40800000	40800000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.50. Riistatalouden edistäminen	10130000	0	10130000	10130000	10130000	10130000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.51. Kalatalouden edistäminen	10550000	0	10550000	10550000	10550000	10550000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.53. Eräät luonnonvaratalouden valtionavut	1279000	0	1279000	1279000	1279000	1279000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.62. Elinkeinokalatalouden edistäminen	20837000	0	20837000	20837000	20837000	20837000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.40. Luonnonvaratalous	30.40.83. Lainat puuntuotannon kestävyyden turvaamiseen	50000	0	50000	50000	50000	50000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.63. Metsähallitus	30.63.50. Metsähallituksen eräät julkiset hallintotehtävät	5754000	-5754000	0	0	0	0	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.64. Metsähallitus 2016	30.64.50. Metsähallituksen eräät julkiset hallintotehtävät	0	5754000	5754000	5754000	5754000	5754000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.70. Maanmittaus ja tietovarannot	30.70.01. Maanmittauslaitoksen toimintamenot	46630000	1299000	47929000	47929000	47929000	47929000	0	
2016	30. Maa- ja metsätalousministeriön hallinnonala	30.70. Maanmittaus ja tietovarannot	30.70.40. Kiinteistötoimitusten tukemisesta aiheutuvat menot	4500000	0	4500000	4500000	4500000	4500000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.01. Hallinto ja toimialan yhteiset menot	31.01.01. Liikenne- ja viestintäministeriön toimintamenot	15646000	-112000	15534000	15534000	15534000	15534000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.01. Hallinto ja toimialan yhteiset menot	31.01.21. Liikenne- ja viestintäministeriön hallinnonalan tuottavuusmääräraha	1660000	0	1660000	1660000	1660000	1660000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.01. Hallinto ja toimialan yhteiset menot	31.01.29. Liikenne- ja viestintäministeriön hallinnonalan arvonlisäveromenot	377375000	17500000	394875000	394875000	410789740	92	410789740	92	-15914740	92	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.10. Liikenneverkko	31.10.01. Liikenneviraston toimintamenot	78777000	-512000	78265000	78265000	78265000	78265000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.10. Liikenneverkko	31.10.20. Perusväylänpito	1061400000	0	1061400000	1061400000	1061400000	1061400000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.10. Liikenneverkko	31.10.35. Valtionavustus länsimetron rakentamiseen	20850000	0	20850000	20850000	20850000	20850000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.10. Liikenneverkko	31.10.41. Valtionavustus eräiden lentopaikkojen rakentamiseen ja ylläpitoon	1150000	0	1150000	1150000	1150000	1150000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.10. Liikenneverkko	31.10.50. Valtionavustus yksityisten teiden kunnossapitoon ja parantamiseen	8000000	0	8000000	8000000	8000000	8000000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.10. Liikenneverkko	31.10.76. Maa- ja vesialueiden hankinnat ja korvaukset	34997000	0	34997000	34997000	21259011	5	21259011	5	13737988	5	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.10. Liikenneverkko	31.10.77. Väyläverkon kehittäminen	343030000	4699000	347729000	347729000	347729000	347729000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.10. Liikenneverkko	31.10.78. Eräät väylähankkeet	56000000	2000000	58000000	58000000	58000000	58000000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.10. Liikenneverkko	31.10.79. Elinkaarirahoitushankkeet	105970000	3056000	109026000	109026000	109026000	109026000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.20. Liikenteen viranomaispalvelut	31.20.01. Liikenteen turvallisuusviraston toimintamenot	47866000	-163000	47703000	47703000	47703000	47703000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.30. Liikenteen tukeminen ja ostopalvelut	31.30.42. Valtionavustus koulutuksesta	841000	0	841000	841000	841000	841000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.30. Liikenteen tukeminen ja ostopalvelut	31.30.43. Meriliikenteessä käytettävien alusten kilpailukyvyn parantaminen	100420000	0	100420000	100420000	89237470	15	89237470	15	11182529	85	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.30. Liikenteen tukeminen ja ostopalvelut	31.30.51. Luotsauksen hintatuki	4200000	0	4200000	4200000	4200000	4200000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.30. Liikenteen tukeminen ja ostopalvelut	31.30.63. Joukkoliikenteen palvelujen osto ja kehittäminen	82774000	0	82774000	82774000	82774000	82774000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.30. Liikenteen tukeminen ja ostopalvelut	31.30.64. Saariston yhteysalusliikennepalvelujen ostot ja kehittäminen	12500000	0	12500000	12500000	12500000	12500000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.30. Liikenteen tukeminen ja ostopalvelut	31.30.66. Yhteysalusliikennepalvelujen ostosopimukset	5303000	0	5303000	5303000	5303000	5303000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.40. Viestintäpalvelut ja -verkot sekä viestinnän tukeminen	31.40.01. Viestintäviraston toimintamenot	11524000	85000	11609000	11609000	10490255	99	10490255	99	1118744	1	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.40. Viestintäpalvelut ja -verkot sekä viestinnän tukeminen	31.40.44. Median innovaatiotuki	9860000	0	9860000	9860000	9860000	9860000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.40. Viestintäpalvelut ja -verkot sekä viestinnän tukeminen	31.40.50. Valtionavustus valtakunnallisen laajakaistahankkeen toteuttamiseen	0	14296000	14296000	14296000	14296000	14296000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.40. Viestintäpalvelut ja -verkot sekä viestinnän tukeminen	31.40.60. Siirto valtion televisio- ja radiorahastoon	507948000	0	507948000	507948000	507948000	507948000	0	
2016	31. Liikenne- ja viestintäministeriön hallinnonala	31.50. Tutkimus	31.50.01. Ilmatieteen laitoksen toimintamenot	44352000	-229000	44123000	44123000	44122999	28	44122999	28	0	72	
2016	32. Työ- ja elinkeinoministeriön hallinnonala	32.01. Hallinto	32.01.01. Työ- ja elinkeinoministeriön toimintamenot	33645000	-86000	33559000	33559000	33559000	33559000	0	
2016	32. Työ- ja elinkeinoministeriön hallinnonala	32.01. Hallinto	32.01.02. Elinkeino- liikenne- ja ympäristökeskusten toimintamenot	193120000	35000	193155000	193155000	193011672	38	193011672	38	143327	62	
2016	32. Työ- ja elinkeinoministeriön hallinnonala	32.01. Hallinto	32.01.20. Siviilipalvelus	4939000	0	4939000	4939000	3695197	33	3695197	33	1243802	67	
